Date,Comment
2026-03-19T23:43:41Z,stop aja gak si pakk mbg tuhh
2026-03-19T23:43:35Z,moderator nya sengklek kadang ikut omongan pak presiden ngeselin
2026-03-19T23:43:27Z,isnt our problem from beraucrat then
2026-03-19T23:43:21Z,coba tayang yang keracunan mbg bang dan tanggapan bos prabowo
2026-03-19T23:43:03Z,bravo mbak nana bosman melempem tidak seperti dulu
2026-03-20T03:59:06Z,wkk daridulu kan modelan pak bosmen kek gitu yg kukira yutubnya kritik kasi solusi tiba dukung aja aku dah ga dengerin dia
2026-03-20T04:16:44Z,dia dari dulu terindikasi buzzernya pak prabowo seperti dedy corbuzzer
2026-03-20T05:21:30Z,k e serius
2026-03-20T05:42:21Z,bro modelannya sama
2026-03-20T05:43:06Z,yg kecewanya kita kan kenapa yg dengan brand smart dan pendukungnya banyak eh malah pilih yg ngelanggar konstitusi
2026-03-19T23:42:49Z,pak saya rakyakmu saya yakin kami semua butuh pemimpin yang berani bilang saya akan matikan smua koruptor dengan satu langkah itu saya yakin dalam thun indonesia akan jauh membaik terutama desa desa dari segi pembangunan jalan
2026-03-19T23:42:47Z,mau kritik tapi kena shadow bann welcome to konoha hanya di kanal ini yg komen kritik langsung hide
2026-03-19T23:42:43Z,dilihat dari pembahasan jembatan bapak prabowo ini sudah tau kalau anak buahnya banyak yg korupsi tapi selalu di biarkan sudahlah sudahlah begitu terus
2026-03-19T23:42:39Z,gak mbangun najwa kepo masalah doang nda pikir solusi masa cuma minta doank quot gimana pak prabowo menyelesaikan quot way sama aj tukang ngeluh
2026-03-20T00:12:46Z,presiden nya bukan najwa ngpain dia ngasi solusi
2026-03-19T23:42:28Z,program yang bagus dan menarik
2026-03-19T23:42:20Z,diskusi omong kosong kesenjangan makin besar hukum tak tegas gaji guru dan nakes tidak layak jalan jalan rusam tapi pajak mencekik rakyat kkn meraja lela yaa apa yg di harapkan dari pemerintah sekarang kecuali omon omon
2026-03-19T23:42:03Z,gua rasa antara pertanyaan dan jawabanya tidak ada yang sesuai dengan yang diharapkan masyarakat
2026-03-19T23:41:23Z,terlalu bnyk jawaban pencitraan dan mendongeng gemes bgt
2026-03-19T23:41:16Z,mbak nana tolong saya deg deg ser
2026-03-19T23:40:54Z,elit konoha nganggok nganggok ngak tau apa yang di anggok nya kayak paham padahal lagi mikir ayam cuma mbak nana aja yang punya kredibilitas
2026-03-19T23:40:50Z,kecwa sekali cuma prabowo yg dongeng takut ditanya yg aneh
2026-03-19T23:40:48Z,forum diskusi selalu terbuka utk prabowo
2026-03-19T23:40:31Z,we proud of you mba najwa
2026-03-19T23:39:56Z,ekpresi parahbowo seperti bersalah amp terpojok
2026-03-19T23:39:47Z,hati hati bapak presiden sama bawahannya jangan terlalu percaya
2026-03-19T23:39:40Z,jam yapping pertanyaannya apa jawabannya ngalor ngidul
2026-03-19T23:39:31Z,pencitraan berkedok diskusi
2026-03-19T23:39:10Z,nbak nana yg sangat mewakili rakyat yg lain masih kesan takut berhati klu sdh perhadapan king thn
2026-03-19T23:38:53Z,kami rakyat indonesia tidak rela untuk pajak kami di bayarkan dengan hal quot yang tidak berguna nah benar apa lagi liat orang yang sudah di copot jadi anggota dpr lagi gua tau bapak prabowo tegas aslinya tapi di kelilingi oleh penjilat resah gua liatnya
2026-03-19T23:38:30Z,pak mardigu abis koruptor klo beliau di kpk
2026-03-19T23:38:27Z,tolong hukuman mati untuk para koruptor beserta keluarga yah pak
2026-03-19T23:38:11Z,tolong mbak nana kasih tau presiden kami butuh kesehatan gratis sekolah gratis bukan m b g
2026-03-19T23:37:19Z,mba nana coba ajak diskusi wakil presiden indonesia
2026-03-19T23:37:17Z,oh masih presiden ni omon omon
2026-03-19T23:37:13Z,mba nana asal keras klo ud dijawab dengan tegas ya ud etika hrs tetep dijaga
2026-03-19T23:36:29Z,kayaknya pak presiden di tipu aja masalah mbg denger ustad dasaat latief mana ada daging sapi di menu mbg itu kepala mbg nipu mulu
2026-03-19T23:36:09Z,pak prabowo dua periode amin
2026-03-19T23:35:08Z,menurur saya percuma sekola tinggi tapi masi bisa di sogok masi bisa korup
2026-03-19T23:35:00Z,wo wo prabowo
2026-03-19T23:34:33Z,pak kalau mau negeri ini baik hentikan mbg pak
2026-03-19T23:34:16Z,kenapa gibran gak di ajak
2026-03-20T00:10:14Z,mungkin ga bisa jawab
2026-03-19T23:33:59Z,byk yg bilang tdk mudah jd pemimpin ya tp kenapa pengen dipilih sdh tahu konsekuensinya jd presiden di negara sakit itu sulit pak wo
2026-03-19T23:33:39Z,ngak nyangka saja tak pikir cuman gambar tamlen eh ternyata pak presiden kita gentelman sekali sallut
2026-03-19T23:33:38Z,mbak nana fokusnya sama lsm
2026-03-19T23:33:22Z,seharus y dri awal pk prabowo jadi presiden bukan mulyono
2026-03-19T23:33:20Z,pinter omong wo
2026-03-19T23:32:54Z,mbg mohon ditutup saja pak
2026-03-19T23:32:45Z,hentikan mbg
2026-03-19T23:32:44Z,si nasbi dah mundur eeh tapi belum ngapain pakwo jd narsum gk kompeten blas mencla mencle dn halu makan nya gampang di pengaruhi dn abs
2026-03-19T23:32:42Z,ihh gemes banget fakta dibilang hoax ni yang mulia sawitzerland
2026-03-19T23:31:54Z,presiden sudah pikun mendingan serahkan jabatan
2026-03-19T23:31:49Z,semangat pak prabowo konoha memang agak rewel
2026-03-19T23:31:45Z,cuma mbak nana kayaknya pertanyaanya yang mewakili rakyat
2026-03-19T23:31:20Z,singapura gk punya pangan rakyatnya sejahtera
2026-03-19T23:31:20Z,mba nana mewakili semua masyarakat umum
2026-03-19T23:31:16Z,jangan tkut pak kok agak ragu jwbnya
2026-03-19T23:31:01Z,kami bukan benci pada bpk tapi penjillat sekitar bpk percaya lah pak hasan hasbi juga termul juga itu
2026-03-19T23:30:48Z,mantap pak presiden meski tajam pertanyaan najwa di jawab dng hati nurani n pikir cerdas utk menjawab fitnah yg simpang siur di medsos bravo pak presiden kami berdoa nkri aman n sejahtera selamat bertugas
2026-03-19T23:30:18Z,ajak wapres juga kita ingin tahu jawabannya klo yg di ajak diskusi tanya jawab masalah kebangsaan kita ingin denger solusi dr wapres
2026-03-19T23:30:15Z,undang ferry irwandi rocky gerung
2026-03-19T23:29:10Z,orang ggini kok dipilih
2026-03-19T23:28:38Z,we know you are on the right side of the history pak keep going false flag won t work to the real indonesian
2026-03-19T23:28:37Z,kritis boleh asal mensrea benar membangun utk kepentingan rakyat lsm yang ada di nkri tolong lihat dirimu apakah benar bekerja utk memperbaiki rakyat miskin atau cuma memenuhi otak yg membayarmu
2026-03-19T23:28:25Z,jawaban prabowo kebanyakan yang gak nyambung sama pertanyaan dan juga jawabannya sangat sangat kurang
2026-03-19T23:28:10Z,harus sering kayak gini emang
2026-03-19T23:27:32Z,orang orang pinter lagi nonton stand up
2026-03-19T23:27:20Z,provokator pala lu dah jelas pelaku nya aparat
2026-03-19T23:26:52Z,ojok omong tok pak
2026-03-19T23:26:35Z,apapun yg dijelaskan prabowo tdk menambah kepercayaan rakyat sepanjang tdk ganti sigit krn semua persoalan ada nya di kapolri yg terlalu lama
2026-03-19T23:26:33Z,felix siauw suruh dengarkan ini tentang bop gak tau lapangan tapi bicara sok tau uztad kok senengane mengujar kebencian
2026-03-19T23:26:31Z,mardigu ecek ecek ternyata
2026-03-19T23:26:25Z,konoha harus dinuklir dulu setelah rata dibangun lagi baru bisa oke
2026-03-20T01:05:30Z,banyak sekali orang pinter pinter tapi untuk memahami gestur dan nada bicara mana yg buat tidak nyaman ke lawan bicara mereka tidak bisa menilai
2026-03-20T01:35:36Z,beliau main aman tidak bisa ditampik klo ada dari petinggi tni dan polri yg berseberangan dengan beliau apalagi beliau pernah dihianati jadi tidak bisa asal keluar statemen
2026-03-20T02:31:41Z,mvp mbak najwa
2026-03-20T02:34:05Z,dan banyak juga para jurnal lsm yg memeras rakyat membuat isuk quot brita howak karna dapat duwit dari luwar jangan quot yg ngumpulin masa untuk membuat ricuh di acara demo adalah dari jurnalis sendiri adar dapat brita dan dapat uwang dari luwar
2026-03-20T02:59:34Z,hahah di kasih fakta dan kebeneran am pak prabowo malah panik hahahah aktivis tnya coba ke org tua mereka
2026-03-19T23:25:37Z,takut ngundang roky gerung takut dibilang dungu ya
2026-03-19T23:24:38Z,seru tensi tinggi
2026-03-19T23:24:34Z,hasan nasbi ini dari lembaga survey menjadi komisaris pertamina ya amazing
2026-03-19T23:23:55Z,presiden keren
2026-03-19T23:22:46Z,pertanyaan najwa saja yg cuma masalah hati sentimen klw yg lain bisa membangun indonesia najwa sok paling pinter tapi di situ dia emosional
2026-03-19T23:22:44Z,program prabowo cuman ngabisin apbn untuk sesuatu yg g urgent
2026-03-19T23:22:29Z,baru kali ini nonton presiden ngomong secara serius dan sampai selesai
2026-03-19T23:22:23Z,kebanyakan yapping di sini itu yg ketemu sama prabowo bukan kaleng loh apalah kalian lebih paham dari pada yg ketemu apakah kalian paling pakar aduh ini nih yang harusnya ganti rakyat yg masi iq
2026-03-19T23:21:21Z,kuliah buat najwa biar tau apa itu intelejen n strategi krn di sana ada kekuatan tersembunyi menyelamatkan negara meski kadang tragis itulah perang pasti ada korban
2026-03-19T23:21:09Z,suka kau lah
2026-03-19T23:20:48Z,mba nana memang ok pa presiden ga bisa secara lugas dan tegas menjawab apa yang di tanyakan oleh mba nana langsung esmosi aja awas mba nana hati hati di hilangkan dari bumi
2026-03-19T23:20:48Z,antara omongan tindakan dan bias media itu sangat jauh sekali dah disana ada hasbi lalu kita percaya
2026-03-19T23:20:37Z,padang gentar
2026-03-19T23:19:49Z,lembaga pemerintahan yang tinggi mungkin sudah bapak sedikit banyak nya sudah dibersihkan dari para korup tapi yang dibawah nya kek bupati walikota camat dan kepala desa itu sudah bapak bersihkan belum karena menurutku masih banyak yang korup atau pengelolaan dana yang masih tidak efisien
2026-03-19T23:19:06Z,iran emang hebat
2026-03-19T23:18:49Z,malas dengar mereka ini
2026-03-19T23:18:30Z,jujur nii ya di meja bundar itu pertanyaan yg paling berani adalah najwa syihab bahkan ngebuat gestur presiden terlihat tidak nyaman dgn pertanyaannya justru harusnya ini jadi momentum buat citra presiden di mata masyarakat dgn pertanyaan yg kritis dgn menyudutkan beliau
2026-03-19T23:17:23Z,ditunggu lanjutannya
2026-03-19T23:17:15Z,bapak prabowo presiden terbaik pak di kampung saya sampai tahun ini belum ada listik padahal ada dana desa mohon pihak berwajib audit semua kepala desa
2026-03-19T23:16:35Z,presiden spesialis akhir zaman
2026-03-19T23:16:14Z,maaf dengan segala hormat pak presiden jika sawit bisa di jadikan bahan bakar lalu kenapa kita masih bergantung dengan impor bahan bakar dari luar
2026-03-19T23:15:46Z,soal pangan pak jangan samakan masyarakat indonesia sekarang kaya jaman prajurit dulu langsung dibekali makanan siap saji alangkah baiknya pwrbaiki sektor pertanian sektor perairan perternakan dan sektor lainnya sekiranya klo itu aman soal stok pangan juga akan aman juga satu lagi
2026-03-19T23:15:10Z,nyawa manusia ituu wok mikir wok ini manusia bukan permenn pelanggaran aja gk lu sanksi ataupun lu pertanyakan mikir lah wokk lu cmn di omon omonin sama donal
2026-03-19T23:15:06Z,hanya najwa aja yg tajam dikit mungkin krm s nya dalam negeri yg laen uda pemikiran aseng wong lulusan luar semua ilmu membumi hilang dah
2026-03-19T23:15:01Z,hentikan apa mbg
2026-03-19T23:14:41Z,naha gitu kumpul berdiskusi dengan orang bener bener bisa salam bidang nya bukan nya mentri mentri yang masih pikirin selangkangan asal ngomong aja
2026-03-19T23:14:33Z,mba nana ini cocok jadi presiden atau wakil presiden untuk periode yg akan datang
2026-03-19T23:12:45Z,yang penting bapak senang
2026-03-19T23:12:44Z,pak prabowo org baik cuma mbg byk yg korup pak lebih baik membangun lapangan kerja buat anak bangsa pak krn susah sekali cari pekerjaan di negeri sendiri pdhal kuliah sdh mahal kerja susah
2026-03-19T23:12:11Z,awal nya pangan lalu seterusnya minyak
2026-03-19T23:12:02Z,penjilat semua di sekelilingnya dan dia tdk tau apalagi hasan nasbi penipu
2026-03-19T23:11:56Z,hrsny ktka membuat keputusan penting hrs diskusi ky ni gabung bop bela isriwil mbg gentengisasi mau bcr perang jmn bpk menhan bknny kita siapk senjata berupa food estate
2026-03-19T23:11:31Z,kami suka mbak nana yg kritis ini
2026-03-19T23:11:11Z,semoga sehat sehat selalu pak presiden
2026-03-19T23:11:06Z,sehat pak prabowo semoga mentri ganteng ham segera di pecat
2026-03-19T23:11:02Z,tolong pk mbg itu stop sj bikin gaduh tiap hari pk ujung nya sgt tdk bermanfaat mending pendidikan gratis atau ksh uangnya langsung biar tdk dimaling pk
2026-03-19T23:10:59Z,bagaimana indonesia maju kalau pemimpinnya tidak percaya sama gubernur bupati dan kepala desa ini pemimpin yg keliru dlm pengambilan kebijakan
2026-03-19T23:10:39Z,presiden jawaban nya bertele tele bisa kemana mana kayak pidato tak ada jedanya malah melebar
2026-03-19T23:09:26Z,siap pak kita ganti bapak rame rame
2026-03-19T23:08:34Z,pertanyaan pling bkin ga tenang dr mimik pak presiden cuma dr mba nana
2026-03-19T23:08:33Z,kedaulatan negara tanpa kekuatan hanyalah ilusi
2026-03-19T23:08:20Z,top mba najwa sihabb
2026-03-19T23:08:12Z,kata bpk klapa mahal tapi di petani kita skarang harga butir pak
2026-03-19T23:08:09Z,yg lain kayak ayam sayur cuma mba nana yg berani bicara fakta
2026-03-19T23:07:42Z,pusing banget dengerin bapak ini bukannya nyari solusi malah banggain hal yang ga penting sama sekali buat rakyat
2026-03-19T23:07:37Z,rakyat menunggu pembuktiannya
2026-03-19T23:06:33Z,karakteristik saat kalah debat adalah dengan memotong perkataan lawan bicara
2026-03-19T23:06:25Z,pak prabowo tolong pilih anggota kabinet yang kompeten bukan karena dia kenalan bapak jadi bapak langsung percaya bapak harus lihat dulu apakah dia punya kompetensi atau tidak
2026-03-19T23:06:19Z,woy omon
2026-03-19T23:06:04Z,awal sante pak presiden begitu keluar pertnyaan mba nana jleb
2026-03-19T23:05:59Z,point nya cuma omon omon
2026-03-20T00:09:38Z,coba undang jndral pongrekun makin ngeles lagi
2026-03-20T02:05:53Z,halo buzzer barat
2026-03-19T23:05:57Z,kebijakan terburuk sepanjang sejarah indonesia
2026-03-19T23:05:56Z,bangga punya pa prabowo kalau boleh bapa kasi kita gratis buku buku bapa
2026-03-19T23:05:18Z,sukses selalu
2026-03-19T23:04:57Z,mana yg exelent kok yg menarik hanya najwa shihabknp ngk rokkyb gerung yg di undang jauh lbh seru apa lagi host nya wah bikin mual
2026-03-19T23:04:39Z,dikuasai dan di rusaknya hutan oleh swasta menjadikan rakyat kesulitan memenuhi kebutuhan yang menjadi sumber pangan yaitu lahan hutan
2026-03-19T23:04:13Z,mantap mbak najwa shihab betul berani untuk aspirasi rakyat teroris itu perbuatan tdk manusiawi dan buat orang takut
2026-03-19T23:04:12Z,kesempatan yg langkah mlh bertanya pertanyaan tidur
2026-03-19T23:03:38Z,moderator cengegesan mulu pas bagian najwa
2026-03-19T23:03:00Z,najwa sihab hebat juga bisa melakukan tanya jawab spesial dengan ri
2026-03-19T23:02:50Z,pak prabowo mau beasiswa
2026-03-19T23:02:35Z,bener liat termul disekitar mas wowo makin muak dan herannya lagi kapolri terlama sepanjang sejarah kasihan byk jendral yg lebih bagus tapi terhenti krn listio terlalu lama ada apa apa byk megang byk rahasia pemilu sehingga ga diganti ganti
2026-03-19T23:02:15Z,ngecas motor di mana pak emang udah brp spbe yg di bangun ngecas brp lama sedangkan motor di indomesia jutaan
2026-03-19T23:02:04Z,hanya omomon
2026-03-19T23:01:56Z,pak kenapa gak undang aja pak mahfud md pak kan di chanel terus terang udah banyak di disinggung masalah ini
2026-03-19T23:01:27Z,kenapa yg menarik pas part mba nana aja ya
2026-03-19T23:01:26Z,pk tolong keluar dari bop
2026-03-19T23:01:15Z,giliran diskusi sama yg keritis yg benar dan yg jujur gak di siarin jijik liat cuma omon omon sama manggut manggut doang isinya zonk
2026-03-19T23:00:51Z,smoga bpk presiden tetap shat dan slalu dalam lindungan allah
2026-03-19T23:00:46Z,presiden oot ditanya kambing jawabnya kadal
2026-03-19T23:00:27Z,jawabannya malah melebar
2026-03-19T23:00:26Z,saya tunggu saja tindakan cepat dan nyata hasil dari diskusi atau hanya menjadi omon omon kosong belaka
2026-03-19T22:59:34Z,betul kata bapak presiden pangan harus yg paling utama tapi ada yg penting pk tapi ada yg paling penting yaitu pemberantasan korupsi waktu jabatan bapak ada batasnya jadi jangan cuma omong doang
2026-03-19T22:59:29Z,tulusnya bela indonesia kerasa semoga pemimpin nya baik rakyat nya makmur
2026-03-19T22:59:19Z,waktunya habis hanya mendominasi buat omon omon tidak memuaskan sangat
2026-03-19T22:59:01Z,presiden tidak mau dengar fakta yg ada apa kata dia aja
2026-03-19T22:58:41Z,presiden harus turun k rakyat bawah selama setahun ini baru bisa tau kesusahan rakyat jgn hanya mau mndengar laporan para penjilat klo urusan negara mh
2026-03-19T22:57:43Z,masalahnya kasus kasus itu belum ada kejelasan siapa dalangnya pak presiden
2026-03-19T22:56:59Z,tangkap para koruptor itu sekaligus pak tak perlu menunda terlalu lama koruptor hilang dana bisa untuk membangu infrastruktur pabrik agar masyarkat mempunyai pekerjaan tidak perlu melihat kelas pendidikan yang penting pembelajaran niat dan keahlian
2026-03-19T22:56:47Z,lanjut kan pak prabowo motor listrik nya sama pembuatan mobil dalam negeri mantap pak
2026-03-19T22:56:42Z,najwa shihab dinilai presiden prabowo beberapa kali disindir tidak objektif hayolo
2026-03-19T22:56:20Z,karena ini masih part jadi belum bisa ambil kesimpulan tapi sejauh ini beliau masih sama banget dengan acara yang sebelumnya beliau ditanya persoalan a tapi jawabnya b z tanpa ada jawabannya persoalan a
2026-03-19T22:56:07Z,koq aktivis di anggap musuh sih
2026-03-19T22:54:22Z,semoga allah selalu melindungi niat baik ikhlas anda insyaallah
2026-03-19T22:54:00Z,p wowow
2026-03-19T22:53:43Z,cari muka mukanya ilang
2026-03-19T22:53:00Z,kalo sama mba nana prabowo selalu ngasih waktu yang panjang
2026-03-19T22:52:55Z,apapun penjelasan pk presiden harus ingat pada janjinya diwaktu kampanya hanya itu yg masarakat tunggu eksen bukan omong omong dn kami mengingatkan kepada para pejabat jaman sekarang supaya merubah pola pikir untuk memimpin di zaman cepat perubahan peradapan
2026-03-19T22:52:33Z,harusnya sama wakil nya sekalian nih ijin
2026-03-19T22:52:12Z,kawal trus semua utk indonesia kak najwa terbaik pantau
2026-03-20T05:12:34Z,rizal mallarangeng sok pinter tapi paling bobrok diseputaran itu
2026-03-19T22:52:04Z,wawasan pak presiden luar biasa panjang umur pak
2026-03-19T22:51:52Z,undang hanya mbak nana dan prabowo
2026-03-19T22:51:45Z,mikirin rakyat atau hanya pikirin perut para penjilatnya
2026-03-19T22:50:38Z,masih bisa dipercaya kemana dan siapa yang bisa dipercaya
2026-03-19T22:50:33Z,bupati walikota kerja untuk daerah nanti balikin modal nya gmna pak
2026-03-19T22:50:19Z,luar biasa mbk nana
2026-03-19T22:49:56Z,pertanyaannya sudah sejauh mana birokrasi indonesia saat ini apk masih stagnant atau semakin merajalela mohon pencerahannya
2026-03-19T22:49:30Z,para tamu nya sepertinya pro barat amerika semua kurang berpijak dibumi indo jadi tak akan menyentuh realita kehidupan rakyat indonesia
2026-03-19T22:49:26Z,mba nana selalu mewakili masyarakat dia paling vokal atas keluh kesah masyarakat untukenyampaikan ke presiden
2026-03-19T22:49:18Z,wok gw malu punya presiden kek lu wok dikasih fakta kenapa nyangkal
2026-03-19T22:49:16Z,aku bersyukur dulu gk pilih prabowo
2026-03-19T22:49:15Z,ini baru presiden gua basmi pengkhianat bangsa pak terutama koruptor
2026-03-19T22:48:21Z,tonton lah vedio ini hingga selesai jgn nonton semenit kalian sudah pada menyimpulkan saya disini sangat menyanjung pak presiden prabowo dia org yg tulus demi rakyat
2026-03-19T22:48:10Z,thinking indonesia dream diaspora kasih izin masuk dengan akte lahir yg passportnya beda utk membantu negara just do it the time is now kamsiah from boise idaho usa
2026-03-19T22:48:05Z,canggung canggung gmana gitu yaa hahaha best lah pak prabowo semoga bisa amanah
2026-03-19T22:47:47Z,ngomongin perang g baik tpi ujung nya hrus perang ini presiden dingo apa gimna
2026-03-19T22:54:25Z,sekolah ben iso mikir
2026-03-21T00:12:23Z,gv cj g ngerti
2026-03-19T22:47:24Z,kom dsri segituh bnyak nya orang tidak ada yg berani tanya mengapa indonesia tidak merapkan uud hukuman mati untuk koruptor dan penarikan aseet kekayaan untuk koruptor
2026-03-19T22:47:24Z,tolong lah klo org lg ngomong jngan ikutan ngomong adab nya rendah amat
2026-03-19T22:47:11Z,diskusi kali ini benar mengubah pandangan saya terhadap bapak presiden terimakasih bapak
2026-03-19T22:47:08Z,bapak semangat yaa
2026-03-19T22:46:50Z,mantap pak prabowo semoga berhasil
2026-03-19T22:46:46Z,katanya suka nonton utube kok bisa gak tahu apa yang terjadi di negeri sendiri gak tahu menu mbg gak ada sapi dan lele ekor
2026-03-19T22:46:41Z,tapi ada tptnya bocor gk presiden
2026-03-19T22:46:10Z,aduh baik gibran aja kalau mau bagi penjilat yg gak mempunyai apa apa professional langsung malah menjijik pula melihatnye dan dgrkn cara pertanyaan dan cara bawa acara
2026-03-19T22:46:10Z,yang menghujat beliau di persilahkan nonton vidio ini
2026-03-19T22:45:59Z,memang presiden kita ini jago tp jago omon
2026-03-19T22:45:31Z,saya minta maaf sebesar besarnya karena sudah vote pak prabowo makin kesini makin kesana wkwkwkwk
2026-03-19T22:45:11Z,undang bennix
2026-03-19T22:45:10Z,kami bangga punya presiden seperti pak prabowo org nya ikhlas tnpa kompromi dn tnpa setingan
2026-03-19T22:44:49Z,hati lu lsm media kampus atau pun org yg terima duit dr soros ente bikin demo bayaran bakal di berantas habis
2026-03-19T22:44:45Z,orang sudah kaya raya tapi masih mau nyuri
2026-03-19T22:44:41Z,mbg tuh gk bnr
2026-03-19T22:44:33Z,tidak pantas jadi presiden
2026-03-19T22:44:21Z,pak prabowo ijin kalau sering nonton youtube jam pagi tolong sekali dua kali nonton debat pilpres waktu bapak kalah pilpres tahun
2026-03-19T22:43:43Z,susah orang tambeng klo dibilangin
2026-03-19T22:43:39Z,omong doang tapi mana faktanya
2026-03-19T22:43:15Z,makanya urus dulu pa koruptor nyaa
2026-03-19T22:43:07Z,cobalah orang hebat ini di adu debat dg bahlil pigura lbp zulhas gibran dkk pasti para pembantu presiden menjadi sambel busuk
2026-03-19T22:42:53Z,selema nonton sya sempat berpikir dan berandai quot seandainya jokowi duduk bersama para narasumber ini apakah dia bisa menjawab semua pertanyaan seperti ini
2026-03-19T22:42:52Z,this is my presiden tegas dalam melakukan kebijakan
2026-03-19T23:14:55Z,benarkah
2026-03-20T01:30:30Z,program seperti ini bagus dan inspiratif patut diapresiasi dan didukung bersama
2026-03-19T22:41:08Z,aduh pa ngga jawab permasalahan yg ada percuma dengerin ngga ada solusi udah wo kalau kebijakan ngga disetujui rakyat ya cabut saja dan dari jawabannya kelihatan memang ada kepentingan apa itu biasa jaga ladang maling
2026-03-19T22:40:47Z,yang mau liat langsung bagian mba nana
2026-03-19T22:40:31Z,tatapan cinta cie
2026-03-19T22:40:22Z,part nya kapan min jangan bilang minggu depan
2026-03-19T22:40:11Z,mbaakk nana
2026-03-19T22:39:38Z,orang hebat dengan pendidikan yg luar biasa tapi kenapa sekeliling pak presiden mohon maaf yaa anu gitu lo pak mungkin yg baca paham
2026-03-19T22:39:26Z,saya tdk salah pilih bpk presiden walaupun masih ada kekurangan ngak masalah
2026-03-19T22:39:17Z,menunjukan cara orang quot di sekitar presiden menanggapi hal quot yg mustinya di bahas selalu di skip padahal presiden nya sendiri mau membahas itu
2026-03-19T22:39:07Z,sudah terlihat anti kritik
2026-03-19T22:39:00Z,pertanyaanya setelah diskusi ini apa ada langkah konkrit yg diambil oleh presiden utk merealsasikanya terutama mengeksekusi para pejabat yg melakukan akal an korupsi disemua lini pemerintahan
2026-03-19T22:38:36Z,satu kata saja quot kami masih percaya ketulusan presiden republik indonesia prabowo subianto and doa kami mengiringimu selalu quot
2026-03-19T22:38:25Z,maaf kalau sy beranggapan bahwa anda sdh tidak di hargai oleh rakyat krn kebijakan anda yg tidak berpihak pada rakyat
2026-03-19T22:38:16Z,ketahanan pangan malah jadi sawit
2026-03-19T22:38:05Z,hadeh
2026-03-19T22:37:24Z,ditunggu part nya dan part part berikutnya
2026-03-19T22:37:18Z,gak kebayang jika yg diskusi di meja bundar ini wapres gibran
2026-03-19T22:37:11Z,tolonglah mbg disidak banyak yang tidak sesuai
2026-03-19T22:36:37Z,harusnya ada perwakilan dari pendidikan dan kesehatan
2026-03-19T22:36:36Z,terlalu lama perkenalannya enoying man
2026-03-19T22:36:34Z,presiden omon omonkondisi rakyat tambah susah ini kenyataan nya
2026-03-19T22:36:25Z,rizal m itu antek israel as buat apa dipanggil
2026-03-19T22:36:05Z,yg milih didikan orba sekaligus menantunya siapa kek gini kan hasilnya negara jadi kacau
2026-03-19T22:36:04Z,host bahasa penjilatnya aduhh
2026-03-19T22:35:46Z,trimakasih najwa shihab semoga memberi yg terbaik untuk bangsa
2026-03-19T22:35:25Z,gibran kapan diajak diskusi untuk kemajuan nkri
2026-03-19T22:35:13Z,jaman pdi jokowi mana bisa begini
2026-03-19T22:35:08Z,gak ada yang ngundang pak ichsanuddin noorsy
2026-03-19T22:34:56Z,semoga sehat dan kuat pak prabowo meski banyak orang yang mencaci tapi saya yakin presiden kita sudah melakukan yang terbaik
2026-03-19T22:34:53Z,gmna anak bangsa mau berkembang pak bapak bilang mau bikin pabrik mobil kenapa malah impor mobil india
2026-03-19T22:34:36Z,impian bosman jadi kenyataan
2026-03-19T22:34:24Z,mbg menyedot anggaran gede banget abis utk makan ladang korupsi
2026-03-19T22:34:23Z,rakyat yg di bawah dukung saya rakyat yg mana
2026-03-19T22:34:09Z,that quot produk asing quot ketika tanya lulusan najwa sihab got me
2026-03-19T22:33:57Z,omon omon thok amburadul
2026-03-19T22:32:41Z,listrik tp nyawit
2026-03-19T22:32:19Z,mbak najwa shihab
2026-03-19T22:32:06Z,the king of omon omon
2026-03-19T22:32:02Z,harusnya pake bahasa inggris aja
2026-03-19T22:31:53Z,stelah nton stgh cuplikan dan baca komentar sy lgsg ke mbak nana nazwa sihab memberikan prtanyaan paling kritisitulah pak yg keinginan seluruh rakyat agar bner dan serius lgsg bner sidak di lapangan jgn hanya dger berita bagus dr bawahan penjilat
2026-03-19T22:31:46Z,dongeng tengah malam untuk donlad trump jika trump tonton video ini
2026-03-19T22:30:30Z,mbg maling berkedok gizi
2026-03-19T22:30:24Z,keren kak nana pak prabowo mencoba tdk terjebak dlm diskusi itu tapi tingkah dan ekspresinya malah memberikan gambaran jelas bahwa pak prabowo mencoba menghindar dr pertanyaan menjadi fakta dan kebenaran di lapangan
2026-03-19T22:30:15Z,gw kira bangun lagi jam mau solat tahajud tau nya owkwowkwowkwowkwowkwowkwo
2026-03-19T22:29:34Z,madu ditangam kananmu racun ditangan kirimu mana yg akan kau kirim ke kami apakah air keras seperti yg dilakukan koordinasi lintas mantra tni
2026-03-19T22:29:31Z,hanya retorika saja
2026-03-19T22:29:27Z,ok deh
2026-03-19T22:29:19Z,onde mande termul
2026-03-19T22:29:05Z,tidak ada poin saya yakin yg hadir tidak satupun ad yg puas
2026-03-19T22:29:02Z,nana hebat alangkahlebih hebat lagi klu nana ini bantu nkri ini untuk tidak kejadian yv kita tidak inginkan janganhanya bs ngritik aja saran pendapat kayak nya lebih penting sy gak mihak pak prabowo syjuga gsk mihak nana nkri bhineka tunggal ika
2026-03-19T22:28:50Z,mana ketua bem ugm
